,0,10,21,32,43,54,65,76,87,97,108,119,130,141,152,163,174,184,195,206,217
0,43.94449154672443,22.9775750448907,6.889145605427266,1.4319637861988217,0.0653412943100398,0.05194641240232,0.0399760466959455,0.0163980274335917,0.0057036586869024,0.0053777326839591,-0.0003160620024231,0.0115572756430193,0.0091358810255182,0.0101291133916321,43.96169510750825,43.98899203282606,44.01610437334871,44.043625644507785,44.06624348996388,44.093694303280046,44.12471243656762
1,41.58883083359673,22.467615888402705,6.647923828914854,1.131714321194944,0.15112362252288,0.059824206520149,0.0294440913236484,0.0388342256307211,-0.0026243672511891,0.0058564368162974,0.0059884778117823,0.0107774054551767,0.0053219216074179,0.0033786130823883,41.59938162781347,41.61235416326684,41.62631857190642,41.63927513943983,41.649785393733225,41.6600533316841,41.67018752252366
2,41.58883083359673,23.336679586502385,6.83242732835274,1.0906805162888036,0.2056584008025661,0.1257745371195086,0.0868114291140027,0.0549693293115833,0.0174606846911514,0.0024929588175057,0.0253674467236963,0.0073898385145293,0.0030979308811234,0.0076359587419343,41.59632493605166,41.61037456629977,41.62354499975714,41.63411763838035,41.64162463667104,41.653449641581645,41.66637696773877
3,43.94449154672439,25.673488551292763,7.149163863080981,1.0297175630674391,0.2102594627365158,0.1510461059504514,0.0843236258342177,0.0411097264591985,0.0185934871308044,0.0112394188911851,0.0141031575119467,0.0109977811063688,-0.0044085765991936,0.0079319782621885,43.94612493004001,43.948487559710514,43.95056505524462,43.95216836042843,43.95272414614608,43.95452680744282,43.955575691064695
4,46.05170185988093,26.27108307678576,8.519834358495014,1.3663171227236155,0.18068427327882,0.0998627621983164,0.0565947525067199,0.0235162188198352,0.0091748992866482,0.0102263371898607,0.0102094401913609,0.0093039375639647,0.0140286125236109,0.0049287268955071,46.05716490601524,46.06529108980622,46.075688768521786,46.08311442659762,46.09139982747294,46.10175045337636,46.10958564330592
5,46.05170185988092,28.10033159614285,9.351581842607493,1.267577801518046,0.1673212371498532,0.1090346365856016,0.0683636278861735,0.0552118203908721,0.0411436653292551,0.0236535127845984,0.0267900232041702,0.0240092259637907,0.004003574175324,0.0067434069419253,46.05061509046101,46.04880209179487,46.04641153529075,46.04551082308748,46.04434109873201,46.04298405861076,46.04233600011626
6,43.94449154672439,25.939573280636036,8.504131825869134,0.9261249845828888,0.1176329630075127,0.0882787276406805,0.053957765676612,0.0368724146352787,0.0422665612167229,0.0148246177222748,0.0230509706014075,0.007858867205021,0.0039889988007228,0.0026233652468058,43.94705790947987,43.95051377121981,43.95485677054705,43.958663635339285,43.9632176687506,43.96955588016517,43.97509927515927
7,43.94449154672438,24.72638542495179,8.215886720482153,0.7123600160276093,0.1087016907827745,0.0983228569983909,0.0746690726450115,0.0619307959819763,0.0439119442068052,0.0107836428573904,0.0209867655439018,0.0122521102928133,-0.00446519904729,0.0053188138112,43.9416898373289,43.939171938821175,43.93470177030392,43.93261257579641,43.9284755477637,43.92782944699084,43.92540202653793
8,46.0517018598809,25.372145213771358,6.60869338416544,0.5612162484035393,0.1021791271767782,0.051294766488863,0.0422542124804889,0.0318043126245136,0.0365626581251532,0.0212746721408416,0.0135455449129481,0.0056488134174732,0.0069381611155991,0.0066403159526036,46.046263754163135,46.03867389540977,46.028850142217145,46.01862870748326,46.0085676131884,45.99876256601858,45.988716567433
9,51.29898714923072,29.116278224912406,9.30882416714959,0.6631934092904552,0.1458441323323923,0.1119275067173199,0.0639380474050196,0.0440908464717426,0.029535811211783,0.0152008699557658,0.0315793579548718,0.0039188924589621,0.0038877572419846,0.0047335713526575,51.28948897102936,51.27435238228982,51.25894663791989,51.24299152576968,51.22614402689085,51.21189622483281,51.19219132456821
10,54.1610040220442,30.88350753990573,10.518708863896574,1.1059925698142132,0.1423282082791833,0.1330751229612576,0.0826429474984229,0.0825614019727588,0.0571712002696012,0.0064653831794896,0.0215197730667062,-0.0007301656945428,0.0054337107589104,0.0062438051489865,54.156823004244686,54.14956210630212,54.14324148200841,54.13653324233498,54.12885017486399,54.12139874180316,54.11312524856699
11,57.80743515792328,33.07646295847393,12.995079525356406,1.9657699927714765,0.1595436436697858,0.1127173039475008,0.100145853810455,0.0897588176563491,0.0727045538205569,0.0468174949078433,0.0424263028297073,0.0214116123777339,0.0025436986046298,0.0011840057039032,57.80296076245149,57.79419971074189,57.78662600517832,57.77922366053252,57.771023658634704,57.76224684941635,57.75559072346857
12,60.89044875446846,36.35150284703842,15.897771932870292,2.3455709986372635,0.2336209849527676,0.1095598916586706,0.0757710990940742,0.087015590002465,0.0702508634579501,0.0415844654601197,0.032822740102751,0.0222576627064901,0.0188239296036423,0.0111745866299476,60.88981963419583,60.88877041052062,60.887849282290375,60.88663432428388,60.88561697921428,60.88420292343846,60.88359953019403
13,64.377516497364,36.27237008723577,17.157266542065923,2.742096240707156,0.275630100517423,0.1485204253453851,0.1280429994236575,0.1148665355272344,0.1030234025046076,0.0481980920895852,0.0597337551023966,0.0283930196865761,0.0043849004499339,0.0088179197549762,64.37261163491515,64.3648291337482,64.35521768881881,64.34733321693005,64.3389426693445,64.33041720931226,64.32167165374068
14,66.64409020350406,37.626429171147805,17.770956665841435,3.4873073635642013,0.3462588690406265,0.1585541682700093,0.1336533457384998,0.1179258328651588,0.1161482194719296,0.0695294933471507,0.0888958863769167,0.0407303579451008,0.0154815527984445,0.0189497672160104,66.6402009526004,66.63271257546967,66.62608867978307,66.61907314680491,66.61190887139283,66.60430372975915,66.5970060520647
15,67.34591659972948,37.77158706320565,18.334220064749022,3.662157475174084,0.3379172578040831,0.2015418326142879,0.1405828976676418,0.1236052248539309,0.1053961884212148,0.1000328086511122,0.0708472980884189,0.0509270760421527,0.0215199472351133,0.0175167242169759,67.34164122842304,67.33576490284798,67.32860969890504,67.32200319501348,67.31546734739896,67.30968757518994,67.30374249354433
16,68.67974408970295,39.506203904032894,19.35713768766045,4.158750579676857,0.3497710202421719,0.1718205166022875,0.1602573900651476,0.1502782627663849,0.1397444625958463,0.1038691203040229,0.1009260919327154,0.0611826054366961,0.0153937308784541,0.0113563758119682,68.68766811508452,68.69908092967339,68.71199016547133,68.7246554680678,68.73667444026242,68.74928324283485,68.75903070292867
17,70.52721049232322,39.19765685150817,19.22347929925782,4.5142285887114575,0.4273005048660215,0.222650716239409,0.1794146083811844,0.1440053947057754,0.150455240076593,0.1033094741731679,0.0971295230008396,0.0704619221851338,0.0241452056517317,0.0140081764236954,70.52477474364633,70.52157357432235,70.51802441476991,70.51411014944766,70.5110729673423,70.50787236596338,70.50503447993489
18,71.10696122978827,39.86610214656001,20.63791877377367,4.548523326214717,0.4553860682495652,0.1983807528526375,0.1549448112257178,0.1546610392506339,0.1017133519137778,0.0978432966846801,0.0690774970712616,0.0532842001553024,0.0303114079318122,0.0127534113714203,71.10661423872304,71.10609705051455,71.10499296336894,71.10432849864932,71.10429084803823,71.10410036403077,71.10371388430286
19,69.31471805599455,38.07423382464343,18.718125578274524,3.847753293224025,0.3957750988155886,0.1745000992311029,0.1562023686024437,0.1402031193055994,0.1219181639512876,0.0922231948082637,0.0931294440006222,0.0495967570588574,0.0316908009907095,0.0166068039386167,69.31727261218288,69.32184341416581,69.3253032418867,69.32891872211684,69.33443912995614,69.33789710838295,69.3422203733117
20,69.93015122932961,37.33612001390439,18.133697452333536,3.622438166946045,0.4912489832602659,0.2447181795928221,0.1865398915950411,0.1836473806339597,0.1310856133374937,0.1279893865765356,0.1056313411449725,0.0827727253214724,0.0565202046972693,0.0157932207157996,69.93341948955828,69.93889328888697,69.94433053019122,69.94881654122278,69.95468012575336,69.96115705451393,69.9669748298052
21,72.2183582528845,37.64165816127535,16.827819745623508,3.969573996266412,0.5510795956958885,0.2906548417538539,0.2399651230327651,0.1806353342237169,0.1549806633429921,0.1276752589503743,0.1311153014669741,0.0902455823360974,0.0390094720657818,0.0135212616338765,72.21996307501487,72.22286072513245,72.22558918210368,72.22745430929169,72.23033278750907,72.23356566318175,72.23530713489583
22,72.7517231945277,39.04253441676785,17.865460897407715,4.052070571260863,0.6353125979214775,0.3486205318736384,0.2424149270475012,0.2042732295006695,0.1707607986817626,0.125327454484836,0.1308303411813363,0.1209043537382682,0.0581166094673884,0.0141322702645978,72.74931794097421,72.74539387560148,72.7407809569973,72.73719330564697,72.73284115483115,72.73115928971319,72.7255651224261
