429163,1060979,1851855,2793256,3819541,4781304,5579693,6201466,6673774,7032699,7307814,7534799,7701425,7835301,7944149,8033685,8108132,8170856,8224001,8269188,8308490
431895,1076595,1886521,2848402,3892749,4870153,5680068,6309969,6788851,7152138,7430814,7660736,7829616,7965079,8075323,8165341,8241017,8304520,8358584,8404199,8443802
428575,1036477,1790669,2696028,3692521,4631985,5414311,6025040,6489452,6842998,7114189,7338390,7502320,7634583,7741748,7830282,7903726,7965653,8018212,8063286,8101958
426791,1035039,1791849,2698779,3695180,4634704,5416602,6026747,6491299,6844536,7115672,7339053,7503723,7635602,7743042,7830640,7904826,7966358,8019268,8064025,8102550
428307,1047435,1820947,2748076,3766152,4725351,5524407,6147145,6621125,6981904,7258652,7487005,7654554,7789030,7898884,7988797,8063601,8127204,8180699,8226402,8266128
426847,1041873,1809635,2729725,3739356,4690737,5482584,6100635,6570728,6927999,7202305,7428610,7595529,7728918,7837421,7926745,8000932,8063683,8116847,8162500,8201501
425683,1044731,1819995,2747801,3763865,4720009,5515569,6134766,6606369,6964584,7239742,7466674,7633386,7767270,7875890,7965054,8039704,8102914,8155706,8201310,8240828
425085,1040285,1806057,2719188,3717254,4655154,5434799,6041961,6503564,6854833,7124338,7346457,7509634,7640559,7747013,7834865,7907598,7969204,8021395,8065836,8104369
431863,1063433,1852225,2794190,3823657,4790958,5595332,6221181,6697488,7059727,7337674,7566287,7734836,7869755,7979566,8070136,8145396,8209043,8262262,8308397,8348225
428101,1053775,1831649,2753182,3755710,4695407,5475093,6081821,6543102,6893700,7162436,7384173,7546923,7677451,7783713,7871375,7943750,8005162,8056979,8101597,8140129
428849,1057045,1841723,2775788,3793991,4748656,5541370,6158187,6627749,6983544,7257235,7482277,7648334,7780788,7889011,7977903,8051989,8114034,8167281,8212382,8251285
